1590140308030, 119.9
2900001661508, 112.5
2900000934474, 110.2
1590142517836, 7.7
2900000870994, 82.1
2900002937428, 117.4
2900000385627, 9.7
1595150883423, 46.3
1591014130276, 45.0
2900000485990, 54.9
2900000060012, 4.8
2900000342651, 89.3
2900000256637, 20.9
2900001020541, 44.2
1590151500423, 5.5
1591015506575, 46.7
2900000490130, 30.1
1590142456470, 42.0
1590142194327, 33.2
1590142204569, 48.8
1592015026841, 48.3
2900002937503, 158.9
1592015018662, 22.4
1591016159916, 16.7
1591015600815, 11.4
1595151786686, 18.9
2900000203457, 124.8
1591015598785, 20.0
2900001436366, 50.4
2900000164567, 35.7
1591014523610, 57.4
1596140628703, 54.7
1595150992095, 2.2
1592010017509, 232.7
2900002548457, 29.7
1590140308214, 121.4
2900001436410, 30.3
2900001413886, 71.7
2900000224001, 74.6
1595150770945, 33.5
2900001157902, 296.5
1591016174353, 118.8
2900000883475, 89.6
1595151375125, 6.8
1596140587802, 66.6
1590142206747, 72.8
1591030217500, 106.3
2900000516892, 0.2
1591014214433, 69.6
1591016350504, 5.9
1595151631146, 78.4
1598140107578, 17.6
1591016170300, 33.5
2900000574274, 50.6
2900000138056, 1.7
1590151682891, 17.1
2900001663823, 67.4
1590140304209, 72.3
1590141414228, 7.6
1595151629143, 76.2
1590142516068, 2.9
2900001211239, 88.8
2900001067881, 69.0
2900001540971, 60.4
1591015478124, 116.4
2900000246638, 61.7
1595151442803, 31.2
2900000451452, 245.1
1592013087615, 203.8
1595160353664, 36.0
2900001067911, 133.7
1590151459721, 7.5
2900000476042, 57.5
1595151123344, 47.7
1591015097233, 81.6
1591040416658, 95.8
2900000588691, 261.4
1590151472027, 129.0
1590130817948, 53.2
2900003122076, 35.0
2900000383913, 327.0
1592015016880, 202.5
1595151866807, 87.1
2900000177079, 8.6
2900001211321, 31.2
1590151467962, 28.5
1595151915963, 50.3
2900000598973, 30.6
2900001309639, 7.8
2900001467353, 93.1
1591015408602, 50.7
1596160058337, 60.3
1590142520300, 61.3
2900000138223, 18.6
1591015519216, 62.0
2900000562165, 104.4
2900000072701, 31.3
1590142151689, 98.9
2900000408586, 148.5
1590151832586, 65.5
1590151832593, 59.8
2900003114002, 88.8
1592015059993, 83.1
1591016320026, 32.8
2900001684507, 61.3
2900001436700, 53.0
1590142518307, 140.8
2900001465380, 58.5
2900000936997, 13.1
1591015269418, 34.1
2900001090605, 26.3
2900001094702, 247.2
1591016154157, 14.9
2900000863286, 77.6
2900000224315, 43.1
2900000468030, 35.7
1590142213189, 32.5
2900001432658, 454.4
2900001463379, 49.1
1591015136338, 28.2
1590151842899, 102.6
1591015091286, 9.2
2900000308312, 132.9
2900001432672, 66.5
1590142176354, 38.9
2900000840805, 63.0
2900000566378, 72.4
2900000883819, 51.3
2900000330863, 132.9
2900000390256, 23.3
1591013227632, 23.4
2900002927733, 188.2
1590151464053, 24.8
1590140304506, 53.5
1591015074944, 49.4
1591040203906, 5.0
1591015480455, 20.8
1591015027858, 1.4
1593141148827, 73.8
2900002933918, 42.1
1591016162466, 46.8
2900001559720, 11.9
1591015097516, 105.3
2900001137843, 29.9
2900001240246, 30.5
2900003114170, 26.2
2900001047739, 150.8
2900000384187, 45.8
1591015500993, 1.7
2900000449732, 21.8
1596140594374, 83.2
2900001215688, 174.3
2900001645768, 95.7
2900000345300, 59.9
1595151168727, 4.7
2900000179417, 57.9
1590142149853, 56.4
1590142203104, 103.9
1591014943968, 51.9
1590130640102, 61.3
1590142213356, 30.3
1591016443121, 52.2
2900001053938, 100.1
2900000050419, 6.5
2900002542837, 35.7
1590140306678, 55.2
2900000304376, 104.6
1590142751995, 63.4
2900000404731, 191.7
2900001307901, 117.9
1594140460286, 3.5
1591020377344, 50.5
1590142176521, 81.5
2900002532630, 148.7
1590151427355, 7.8
2900000781603, 47.9
2900000884007, 99.6
1590150321449, 26.9
2900001355049, 3.4
1590142203180, 148.4
2900000253230, 37.3
1591013866800, 7.2
1590151843124, 82.2
1591015218485, 121.2
2900003116341, 0.6
1595150738747, 6.0
1590142201148, 5.3
2900000845121, 29.0
1590142201162, 8.6
1591014255948, 26.6
1590142197076, 75.7
1591040161114, 8.1
1591014133086, 9.3
1591015521639, 82.3
2900001398121, 101.2
1591016174957, 124.3
1591016519031, 36.2
1590142516600, 74.3
2900000847224, 30.8
2900001578363, 197.7
6227002180901670266, 143.6
1595151609213, 23.0
13854627199, 112.1
1591014278527, 36.7
1596130424193, 14.5
2900001078658, 15.4
1595150263683, 43.1
18764569988, 8.8
2900000386440, 65.9
1591013877134, 20.8
2900002944402, 2.7
1590151210391, 59.4
2900001093019, 63.1
1591040087452, 62.8
1590151103907, 24.8
1592015013285, 41.6
1591015480745, 46.9
1592015056299, 152.5
2900002930092, 105.1
1591015454142, 26.0
2900000386495, 3.1
1590142215619, 49.2
1595150771652, 62.5
2900000271814, 134.8
2900000855502, 5.5
2900001068499, 193.1
2900001222099, 35.3
2900002944471, 138.1
1592015056343, 149.8
2900001465816, 69.0
1591015476700, 89.4
2900001234399, 79.3
2900003120607, 100.4
2900000255463, 100.0
1591013471721, 80.9
2900003106281, 6.7
2900001435116, 73.3
2900001437165, 6.5
2900002944495, 41.3
1591013766650, 83.2
1591015454210, 191.6
1590141216259, 8.1
2900001308168, 84.4
1590142203401, 28.4
1591016310287, 116.5
1593150463515, 32.0
2900002934304, 119.9
1596160024097, 103.8
1595150738976, 79.6
18654692914, 21.2
2900000353848, 98.0
1591015419448, 41.9
1590142242370, 50.7
2900002934342, 105.5
1590142477895, 44.8
2900003110479, 69.1
2900001109598, 25.0
2900000050785, 41.7
1590142129763, 69.7
781924, 19.2
2900001238632, 50.6
2900001465960, 115.4
1596140586607, 59.9
2900003114613, 44.4
1591020695158, 14.6
1591014680184, 139.1
15954611837, 12.5
2900000863880, 55.9
1591040155274, 57.3
1590151472782, 33.1
2900000245396, 21.3
1590151321240, 103.3
2900001220255, 26.8
2900000874145, 148.9
1590142230179, 2.3
2900001255080, 110.5
1590142201513, 0.1
1592014016171, 46.0
2900000048812, 5.4
2900000284333, 92.9
1591016494765, 46.3
1590142514866, 28.3
2900000339637, 17.3
2900000394940, 48.3
2900002932416, 323.5
2900003106502, 77.2
2900002936520, 57.1
1590140305107, 39.6
2900000040663, 62.2
2900001423069, 1.5
1591020269281, 26.6
1590142240482, 30.2
2900000337633, 70.5
1591014338276, 71.1
1591015112424, 7.1
2900001437424, 31.4
1591040497398, 6.5
1590142152440, 67.7
2900000194298, 23.7
2900001050364, 46.1
1592015054592, 47.5
1591020742401, 74.2
2900000941830, 111.9
2900000780040, 18.0
1591014637324, 18.2
1595151355660, 43.7
2900003116822, 33.3
1591016439575, 22.0
1590151825175, 113.8
2900001068833, 155.6
15963885355, 6.9
1591020742449, 19.2
1591014577972, 52.0
2900000890688, 74.8
1595112593216, 21.6
2900000880467, 31.7
2900001582933, 39.8
1590140307286, 72.9
1592015058774, 6.3
1590120718170, 19.8
1592015058781, 170.7
1590142213981, 135.9
1595150403423, 19.1
1591015454562, 70.3
2900000210790, 29.5
1591015327590, 61.8
1590142150507, 23.9
1595151644528, 23.4
2900001568630, 88.9
2900000216952, 13.9
2900000849785, 131.3
2900000317307, 60.0
2900000417663, 0.1
2900003114880, 6.7
2900000587649, 71.8
1591012978559, 19.5
2900001050500, 71.4
2900001668996, 48.0
2900002932614, 59.3
1591015501716, 30.7
1593140971419, 51.7
2900001451932, 84.1
2900003108773, 44.7
2900001550246, 50.3
2900000776104, 2.9
1595160035249, 34.0
6222021615010082737, 76.7
2900000178106, 18.2
2900002969559, 23.7
1590140307415, 71.3
15963883482, 61.8
2900000350175, 247.0
1591015454692, 41.3
2900002934762, 40.2
2900000192492, 72.8
1590142128124, 160.8
2900000544765, 32.5
