vipno,dptno,udp_ud_counts,udp_ud_sum,udp_ud_day_ucounts,udp_first_ud_counts,udp_second_ud_counts,udp_fourth_ud_counts,udp_fifth_ud_counts,udp_trend_ud_counts_df,udp_first_ud_sum,udp_second_ud_sum,udp_fourth_ud_sum,udp_fifth_ud_sum,udp_trend_ud_sum_df,udp_first_ud_day_ucounts,udp_second_ud_day_ucounts,udp_fourth_ud_day_ucounts,udp_fifth_ud_day_ucounts,udp_trend_ud_day_ucounts_df,udp_monthly_ud_counts_mean,udp_monthly_ud_counts_std,udp_monthly_ud_counts_max,udp_monthly_ud_counts_median,udp_monthly_ud_sum_mean,udp_monthly_ud_sum_std,udp_monthly_ud_sum_max,udp_monthly_ud_sum_median,udp_monthly_ud_day_ucounts_mean,udp_monthly_ud_day_ucounts_std,udp_monthly_ud_day_ucounts_max,udp_monthly_ud_day_ucounts_median,udp_ud_l_w_counts,udp_ud_l_w_sum,udp_ud_l_w_day_ucounts,udp_ud_l_m_counts,udp_ud_l_m_sum,udp_ud_l_m_day_ucounts,udp_ud_counts_bias,udp_ud_counts_bias_divide_std,udp_ud_counts_bias_divide_mean,udp_ud_sum_bias,udp_ud_sum_bias_divide_std,udp_ud_sum_bias_divide_mean,udp_ud_day_ucounts_bias,udp_ud_day_ucounts_bias_divide_std,udp_ud_day_ucounts_bias_divide_mean,udp_similarity_max_1,udp_similarity_max_2,udp_similarity_mean_1,udp_similarity_mean_2
781924,14402,1,15.45,1,1.0,0.0,0.0,0.0,-0.3,15.45,0.0,0.0,0.0,-4.635,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,3.8625,7.724999999999999,15.45,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.1499999999999995,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.6666666666666666,0.6,0.6666666666666666,0.6
781924,14403,1,23.32,1,0.0,1.0,0.0,0.0,-0.1,0.0,23.32,0.0,0.0,-2.332,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,5.83,11.660000000000002,23.32,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-7.773333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.6296296296296297,0.6521739130434783,0.6296296296296297,0.6521739130434783
781924,15113,1,16.8,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,16.8,0.0,1.6800000000000002,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,4.2,8.4,16.8,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.6000000000000005,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.5333333333333333,0.5769230769230769,0.5333333333333333,0.5769230769230769
781924,15120,1,15.0,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,15.0,4.5,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,3.75,7.5,15.0,0.0,0.25,0.5,1.0,0.0,1.0,15.0,1.0,1.0,15.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.8372093023255814,0.8620689655172413,0.8372093023255814,0.8620689655172413
781924,15200,4,115.0,4,1.0,1.0,1.0,1.0,0.0,27.6,36.8,36.8,13.8,-4.14,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,28.75,10.869375940380996,36.8,32.2,1.0,0.0,1.0,1.0,1.0,13.8,1.0,1.0,13.8,1.0,0.0,0.0,0.0,-19.933333333333334,-3.7527767497325693,-0.5909090909090909,0.0,0.0,0.0,1.8103448275862069,2.135593220338983,0.9439655172413793,1.1271186440677967
781924,15202,1,4.9,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,4.9,0.0,0.49000000000000005,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.225,2.45,4.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.6333333333333335,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.3464566929133858,0.3283582089552239,0.3464566929133858,0.3283582089552239
781924,23113,1,18.0,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,18.0,5.4,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,4.5,9.0,18.0,0.0,0.25,0.5,1.0,0.0,1.0,18.0,1.0,1.0,18.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
781924,34023,1,15.0,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,15.0,4.5,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,3.75,7.5,15.0,0.0,0.25,0.5,1.0,0.0,1.0,15.0,1.0,1.0,15.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5
13325038116,10150,1,4.0,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,4.0,0.0,0.4,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.0,2.0,4.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.17073170731707318,0.17647058823529413,0.17073170731707318,0.17647058823529413
13325038116,10201,2,2.0,1,0.0,0.0,2.0,0.0,0.2,0.0,0.0,2.0,0.0,0.2,0.0,0.0,1.0,0.0,0.1,0.5,1.0,2.0,0.0,0.5,1.0,2.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.25,0.375,0.25,0.375
13325038116,10300,2,156.0,1,0.0,2.0,0.0,0.0,-0.2,0.0,156.0,0.0,0.0,-15.6,0.0,1.0,0.0,0.0,-0.1,0.5,1.0,2.0,0.0,39.0,78.0,156.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-52.0,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.44642857142857145,0.4583333333333333,0.41964285714285715,0.4583333333333333
13325038116,10450,1,1110.0,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,1110.0,333.0,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,277.5,555.0,1110.0,0.0,0.25,0.5,1.0,0.0,1.0,1110.0,1.0,1.0,1110.0,1.0,1.0,0.0,0.0,1110.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5
13325038116,14815,1,5.6,1,0.0,1.0,0.0,0.0,-0.1,0.0,5.6,0.0,0.0,-0.5599999999999999,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,1.4,2.8,5.6,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.8666666666666665,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.4166666666666667,0.4090909090909091,0.4166666666666667,0.4090909090909091
13325038116,15114,2,10.4,2,0.0,0.0,2.0,0.0,0.2,0.0,0.0,10.4,0.0,1.0400000000000003,0.0,0.0,2.0,0.0,0.2,0.5,1.0,2.0,0.0,2.6,5.2,10.4,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-3.466666666666667,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,0.18543046357615894,0.28205128205128205,0.18543046357615894,0.28205128205128205
13325038116,15120,4,66.7,4,0.0,2.0,1.0,1.0,0.2,0.0,29.8,14.9,22.0,5.110000000000001,0.0,2.0,1.0,1.0,0.2,1.0,0.816496580927726,2.0,1.0,16.675,12.673167191616571,29.8,18.45,1.0,0.816496580927726,2.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,7.1,0.47651006711409394,0.47651006711409394,0.0,0.0,0.0,3.3488372093023258,3.4482758620689653,3.3488372093023258,3.4482758620689653
13325038116,23110,1,120.0,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,120.0,0.0,12.0,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,30.0,60.0,120.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-40.0,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13325038116,23132,1,5.0,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,1.25,2.5,5.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
13325038116,24401,1,12.68,1,0.0,1.0,0.0,0.0,-0.1,0.0,12.68,0.0,0.0,-1.268,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,3.17,6.340000000000001,12.68,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-4.226666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13325038116,27000,1,22.0,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,22.0,0.0,2.2,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,5.5,11.0,22.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-7.333333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,14300,1,15.8,1,1.0,0.0,0.0,0.0,-0.3,15.8,0.0,0.0,0.0,-4.74,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,3.95,7.9,15.8,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.266666666666667,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.2222222222222222,0.25925925925925924,0.2222222222222222,0.25925925925925924
13854627199,14701,1,58.8,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,58.8,0.0,5.88,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,14.7,29.399999999999995,58.8,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-19.599999999999998,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.25,0.25,0.25,0.25
13854627199,14750,4,43.6,3,2.0,0.0,2.0,0.0,-0.4,18.4,0.0,25.2,0.0,-2.9999999999999996,2.0,0.0,1.0,0.0,-0.5,1.0,1.1547005383792515,2.0,1.0,10.899999999999999,12.888754788574417,25.2,9.2,0.75,0.9574271077563381,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,-1.1547005383792512,-1.0,-14.533333333333331,-1.1147432180610732,-1.0,-1.0,-1.0,-1.0,0.7941176470588235,0.9090909090909091,0.6029411764705882,0.75
13854627199,14802,1,18.5,1,1.0,0.0,0.0,0.0,-0.3,18.5,0.0,0.0,0.0,-5.55,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,4.625,9.25,18.5,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-6.166666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.4423076923076923,0.5238095238095238,0.4423076923076923,0.5238095238095238
13854627199,14860,1,3.0,1,1.0,0.0,0.0,0.0,-0.3,3.0,0.0,0.0,0.0,-0.9,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,0.75,1.5,3.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.0,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.3473684210526316,0.48717948717948717,0.3473684210526316,0.48717948717948717
13854627199,22001,1,3.05,1,1.0,0.0,0.0,0.0,-0.3,3.05,0.0,0.0,0.0,-0.9149999999999998,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,0.7625,1.5249999999999997,3.05,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.0166666666666666,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22002,1,6.2,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,6.2,0.0,0.6200000000000001,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.55,3.1,6.2,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.066666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22007,1,12.36,1,1.0,0.0,0.0,0.0,-0.3,12.36,0.0,0.0,0.0,-3.7079999999999997,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,3.09,6.18,12.36,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-4.12,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22008,1,63.59,1,1.0,0.0,0.0,0.0,-0.3,63.59,0.0,0.0,0.0,-19.077,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,15.8975,31.794999999999998,63.59,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-21.19666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22010,1,4.95,1,1.0,0.0,0.0,0.0,-0.3,4.95,0.0,0.0,0.0,-1.485,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,1.2375,2.475,4.95,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.6500000000000001,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22013,1,9.19,1,1.0,0.0,0.0,0.0,-0.3,9.19,0.0,0.0,0.0,-2.757,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,2.2975,4.595,9.19,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.063333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22036,1,17.66,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,17.66,0.0,1.766,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,4.415,8.83,17.66,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.886666666666667,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22100,1,3.12,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,3.12,0.0,0.312,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,0.78,1.5599999999999998,3.12,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.04,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22102,1,1.02,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,1.02,0.0,0.10200000000000001,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,0.255,0.51,1.02,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.34,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22103,8,20.599999999999998,6,2.0,0.0,6.0,0.0,0.0,9.39,0.0,11.21,0.0,-1.6960000000000002,2.0,0.0,4.0,0.0,-0.2,2.0,2.8284271247461903,6.0,1.0,5.15,5.992945853251138,11.21,4.695,1.5,1.9148542155126762,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6666666666666665,-0.8728715609439694,-1.0,-6.866666666666667,-1.1414136817232148,-1.0,-2.0,-1.0,-1.0,8.0,8.0,8.0,8.0
13854627199,22130,1,1.62,1,1.0,0.0,0.0,0.0,-0.3,1.62,0.0,0.0,0.0,-0.48600000000000004,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,0.405,0.81,1.62,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.54,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22170,2,2.9699999999999998,2,2.0,0.0,0.0,0.0,-0.6,2.9699999999999998,0.0,0.0,0.0,-0.891,2.0,0.0,0.0,0.0,-0.6,0.5,1.0,2.0,0.0,0.7424999999999999,1.485,2.9699999999999998,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.9899999999999999,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,2.0,2.0,2.0,2.0
13854627199,22172,2,5.54,1,2.0,0.0,0.0,0.0,-0.6,5.54,0.0,0.0,0.0,-1.6620000000000001,1.0,0.0,0.0,0.0,-0.3,0.5,1.0,2.0,0.0,1.385,2.77,5.54,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-1.8466666666666667,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,2.0,2.0,2.0,2.0
13854627199,22190,2,4.82,2,2.0,0.0,0.0,0.0,-0.6,4.82,0.0,0.0,0.0,-1.4460000000000002,2.0,0.0,0.0,0.0,-0.6,0.5,1.0,2.0,0.0,1.205,2.41,4.82,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-1.6066666666666667,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,2.0,2.0,2.0,2.0
13854627199,22601,2,24.450000000000003,2,1.0,0.0,1.0,0.0,-0.2,10.96,0.0,13.49,0.0,-1.939,1.0,0.0,1.0,0.0,-0.2,0.5,0.5773502691896257,1.0,0.5,6.112500000000001,7.133280568340676,13.49,5.48,0.5,0.5773502691896257,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-8.15,-1.1365899711320053,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,2.0,2.0,2.0,2.0
13854627199,22701,1,7.96,1,1.0,0.0,0.0,0.0,-0.3,7.96,0.0,0.0,0.0,-2.388,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,1.99,3.9799999999999995,7.96,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.6533333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,22800,1,6.93,1,1.0,0.0,0.0,0.0,-0.3,6.93,0.0,0.0,0.0,-2.0789999999999997,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,1.7325,3.465,6.93,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.31,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
